Condition,Bearing,Sample,HI,IsTest
35Hz12kN,Bearing1_1,78,0.844985483689715,False
35Hz12kN,Bearing1_1,79,0.8096918296794475,False
35Hz12kN,Bearing1_1,80,0.7764907325066284,False
35Hz12kN,Bearing1_1,81,0.7614934251001102,False
35Hz12kN,Bearing1_1,82,0.7510486569758595,False
35Hz12kN,Bearing1_1,83,0.7417021867781778,False
35Hz12kN,Bearing1_1,84,0.7304231133243153,False
35Hz12kN,Bearing1_1,85,0.7178551977116971,False
35Hz12kN,Bearing1_1,86,0.7088527416311545,False
35Hz12kN,Bearing1_1,87,0.6970632256357313,False
35Hz12kN,Bearing1_1,88,0.687764398336226,False
35Hz12kN,Bearing1_1,89,0.6808553768381753,False
35Hz12kN,Bearing1_1,90,0.675655999301978,False
35Hz12kN,Bearing1_1,91,0.6683723337445221,False
35Hz12kN,Bearing1_1,92,0.6633795894119581,False
35Hz12kN,Bearing1_1,93,0.6573715127847296,False
35Hz12kN,Bearing1_1,94,0.6472460139791487,False
35Hz12kN,Bearing1_1,95,0.6385651707376876,False
35Hz12kN,Bearing1_1,96,0.6299933706873796,False
35Hz12kN,Bearing1_1,97,0.6264527982528193,False
35Hz12kN,Bearing1_1,98,0.6192909512822793,False
35Hz12kN,Bearing1_1,99,0.6150952624582536,False
35Hz12kN,Bearing1_1,100,0.6116946845705027,False
35Hz12kN,Bearing1_1,101,0.6096035234669985,False
35Hz12kN,Bearing1_1,102,0.6036151583045448,False
35Hz12kN,Bearing1_1,103,0.6021804241770337,False
35Hz12kN,Bearing1_1,104,0.6019096944223866,False
35Hz12kN,Bearing1_1,105,0.6000758923936637,False
35Hz12kN,Bearing1_1,106,0.5982395206623308,False
35Hz12kN,Bearing1_1,107,0.5979871613092255,False
35Hz12kN,Bearing1_1,108,0.5950461552411117,False
35Hz12kN,Bearing1_1,109,0.5912028374544358,False
35Hz12kN,Bearing1_1,110,0.5904253673404289,False
35Hz12kN,Bearing1_1,111,0.5866206829092653,False
35Hz12kN,Bearing1_1,112,0.5824137793901265,False
35Hz12kN,Bearing1_1,113,0.5800105892900358,False
35Hz12kN,Bearing1_1,114,0.577615005029122,False
35Hz12kN,Bearing1_1,115,0.5748254423055327,False
35Hz12kN,Bearing1_1,116,0.5745008246247203,False
35Hz12kN,Bearing1_1,117,0.5691966471372693,False
35Hz12kN,Bearing1_1,118,0.5595476948236601,False
35Hz12kN,Bearing1_1,119,0.5398156028814652,False
35Hz12kN,Bearing1_1,120,0.42401848859541325,False
35Hz12kN,Bearing1_1,121,0.3871281595325686,False
35Hz12kN,Bearing1_1,122,0.33312490619440166,False
35Hz12kN,Bearing1_2,0,0.9948324363959835,False
35Hz12kN,Bearing1_2,1,0.9953871394000205,False
35Hz12kN,Bearing1_2,2,0.9959363343976781,False
35Hz12kN,Bearing1_2,3,0.9967958578137377,False
35Hz12kN,Bearing1_2,4,0.9967873899574515,False
35Hz12kN,Bearing1_2,5,0.9975040666317593,False
35Hz12kN,Bearing1_2,6,0.9974803445251924,False
35Hz12kN,Bearing1_2,7,0.99722166050057,False
35Hz12kN,Bearing1_2,8,0.9969504794557119,False
35Hz12kN,Bearing1_2,9,0.9970809449413277,False
35Hz12kN,Bearing1_2,10,0.9970372574947269,False
35Hz12kN,Bearing1_2,11,0.9971121539868852,False
35Hz12kN,Bearing1_2,12,0.9973876554390481,False
35Hz12kN,Bearing1_2,13,0.997556665259216,False
35Hz12kN,Bearing1_2,14,0.9981562210166344,False
35Hz12kN,Bearing1_2,15,0.9982748730653441,False
35Hz12kN,Bearing1_2,16,0.9985660400488487,False
35Hz12kN,Bearing1_2,17,0.9988120417641705,False
35Hz12kN,Bearing1_2,18,0.9986272492616785,False
35Hz12kN,Bearing1_2,19,0.9986850964782257,False
35Hz12kN,Bearing1_2,20,0.9987286874001319,False
35Hz12kN,Bearing1_2,21,0.9984052115239408,False
35Hz12kN,Bearing1_2,22,0.9978792636035341,False
35Hz12kN,Bearing1_2,23,0.998143760615639,False
35Hz12kN,Bearing1_2,24,0.9976530554049277,False
35Hz12kN,Bearing1_2,25,0.9977193632404162,False
35Hz12kN,Bearing1_2,26,0.9978761894420248,False
35Hz12kN,Bearing1_2,27,0.9982523835626254,False
35Hz12kN,Bearing1_2,28,0.9980576535973862,False
35Hz12kN,Bearing1_2,29,0.9951235596812085,False
35Hz12kN,Bearing1_2,30,0.9926621571179078,False
35Hz12kN,Bearing1_2,31,0.989596810942125,False
35Hz12kN,Bearing1_2,32,0.9859756676191976,False
35Hz12kN,Bearing1_2,33,0.9824195315418928,False
35Hz12kN,Bearing1_2,34,0.9813153898868234,False
35Hz12kN,Bearing1_2,35,0.9792065307177227,False
35Hz12kN,Bearing1_2,36,0.9768560070390955,False
35Hz12kN,Bearing1_2,37,0.9746124241588445,False
35Hz12kN,Bearing1_2,38,0.9717621340345672,False
35Hz12kN,Bearing1_2,39,0.9701789894642987,False
35Hz12kN,Bearing1_2,40,0.9685957491383951,False
35Hz12kN,Bearing1_2,41,0.9671162979702377,False
35Hz12kN,Bearing1_2,42,0.9666925669589179,False
35Hz12kN,Bearing1_2,43,0.9645646723150871,False
35Hz12kN,Bearing1_2,44,0.9614209528328734,False
35Hz12kN,Bearing1_2,45,0.9589365878912381,False
35Hz12kN,Bearing1_2,46,0.9584646445529519,False
35Hz12kN,Bearing1_2,47,0.9558098865902883,False
35Hz12kN,Bearing1_2,48,0.9539973893601339,False
35Hz12kN,Bearing1_2,49,0.9523447923315945,False
35Hz12kN,Bearing1_2,50,0.9488563294509051,False
35Hz12kN,Bearing1_2,51,0.9435826717441543,False
35Hz12kN,Bearing1_2,52,0.9399558025707986,False
35Hz12kN,Bearing1_2,53,0.9346713608675451,False
35Hz12kN,Bearing1_2,54,0.9246774954295798,False
35Hz12kN,Bearing1_2,55,0.9084337910327125,False
35Hz12kN,Bearing1_2,56,0.8901432601561934,False
35Hz12kN,Bearing1_2,57,0.8704899634443078,False
35Hz12kN,Bearing1_2,58,0.8543834774968007,False
35Hz12kN,Bearing1_2,59,0.8423583315313532,False
35Hz12kN,Bearing1_2,60,0.8324697748822774,False
35Hz12kN,Bearing1_2,61,0.8047910032995498,False
35Hz12kN,Bearing1_2,62,0.7782838182945666,False
35Hz12kN,Bearing1_2,63,0.748002825710767,False
35Hz12kN,Bearing1_2,64,0.7179892207502991,False
35Hz12kN,Bearing1_2,65,0.6916763372139938,False
35Hz12kN,Bearing1_2,66,0.6824024533105667,False
35Hz12kN,Bearing1_2,67,0.6716429006874978,False
35Hz12kN,Bearing1_2,68,0.6609297292288328,False
35Hz12kN,Bearing1_2,69,0.6523982898288049,False
35Hz12kN,Bearing1_2,70,0.6482813384247028,False
35Hz12kN,Bearing1_2,71,0.6482889088291304,False
35Hz12kN,Bearing1_2,72,0.654517360839389,False
35Hz12kN,Bearing1_2,73,0.6727609394999884,False
35Hz12kN,Bearing1_2,74,0.6899526667308707,False
35Hz12kN,Bearing1_2,75,0.7048611551155554,False
35Hz12kN,Bearing1_2,76,0.7193913868746742,False
35Hz12kN,Bearing1_2,77,0.7309134760910408,False
35Hz12kN,Bearing1_2,78,0.7314690326453634,False
35Hz12kN,Bearing1_2,79,0.7330089349937957,False
35Hz12kN,Bearing1_2,80,0.7343823321058356,False
35Hz12kN,Bearing1_2,81,0.7333438271293918,False
35Hz12kN,Bearing1_2,82,0.7294676013433359,False
35Hz12kN,Bearing1_2,83,0.7294410255139259,False
35Hz12kN,Bearing1_2,84,0.7281516687795647,False
35Hz12kN,Bearing1_2,85,0.7287239072232887,False
35Hz12kN,Bearing1_2,86,0.732382377304717,False
35Hz12kN,Bearing1_2,87,0.7331360166649535,False
35Hz12kN,Bearing1_2,88,0.7364895883902765,False
35Hz12kN,Bearing1_2,89,0.740314280620247,False
35Hz12kN,Bearing1_2,90,0.7420502213547413,False
35Hz12kN,Bearing1_2,91,0.7420614474727509,False
35Hz12kN,Bearing1_2,92,0.7444804381636475,False
35Hz12kN,Bearing1_2,93,0.7411073330788348,False
35Hz12kN,Bearing1_2,94,0.7381265379953132,False
35Hz12kN,Bearing1_2,95,0.7320342980014551,False
35Hz12kN,Bearing1_2,96,0.7255409078222987,False
35Hz12kN,Bearing1_2,97,0.7196915185529862,False
35Hz12kN,Bearing1_2,98,0.7147344081552309,False
35Hz12kN,Bearing1_2,99,0.7086539917748146,False
35Hz12kN,Bearing1_2,100,0.6994423147470101,False
35Hz12kN,Bearing1_2,101,0.6888541876945162,False
35Hz12kN,Bearing1_2,102,0.6775056025702882,False
35Hz12kN,Bearing1_2,103,0.6677949774654468,False
35Hz12kN,Bearing1_2,104,0.6630028936332086,False
35Hz12kN,Bearing1_2,105,0.6651944867528204,False
35Hz12kN,Bearing1_2,106,0.6765161292532823,False
35Hz12kN,Bearing1_2,107,0.6925587562775464,False
35Hz12kN,Bearing1_2,108,0.7074633873749171,False
35Hz12kN,Bearing1_2,109,0.7198109838925546,False
35Hz12kN,Bearing1_2,110,0.733716201345996,False
35Hz12kN,Bearing1_2,111,0.7431695974097261,False
35Hz12kN,Bearing1_2,112,0.750163006109541,False
35Hz12kN,Bearing1_2,113,0.7574877405873436,False
35Hz12kN,Bearing1_2,114,0.7597871663323766,False
35Hz12kN,Bearing1_2,115,0.759534455525956,False
35Hz12kN,Bearing1_2,116,0.7554249251609758,False
35Hz12kN,Bearing1_2,117,0.7476157287824582,False
35Hz12kN,Bearing1_2,118,0.7358939935112648,False
35Hz12kN,Bearing1_2,119,0.7245052393700215,False
35Hz12kN,Bearing1_2,120,0.7152343111215766,False
35Hz12kN,Bearing1_2,121,0.7049050289983142,False
35Hz12kN,Bearing1_2,122,0.6967085060554321,False
35Hz12kN,Bearing1_2,123,0.6839044028622048,False
35Hz12kN,Bearing1_2,124,0.6781086219471969,False
35Hz12kN,Bearing1_2,125,0.6674511466822379,False
35Hz12kN,Bearing1_2,126,0.657929779550221,False
35Hz12kN,Bearing1_2,127,0.6463910238655227,False
35Hz12kN,Bearing1_2,128,0.642798278239944,False
35Hz12kN,Bearing1_2,129,0.6327443004750833,False
35Hz12kN,Bearing1_2,130,0.6253575017504345,False
35Hz12kN,Bearing1_2,131,0.6203200310788825,False
35Hz12kN,Bearing1_2,132,0.6170833970287182,False
35Hz12kN,Bearing1_2,133,0.6144433818802485,False
35Hz12kN,Bearing1_2,134,0.6089356595320052,False
35Hz12kN,Bearing1_2,135,0.6005220062361057,False
35Hz12kN,Bearing1_2,136,0.5912107024028426,False
35Hz12kN,Bearing1_2,137,0.5867515215694027,False
35Hz12kN,Bearing1_2,138,0.5899222103698675,False
35Hz12kN,Bearing1_2,139,0.6008469239219455,False
35Hz12kN,Bearing1_2,140,0.6142667801258994,False
35Hz12kN,Bearing1_2,141,0.6288984715427206,False
35Hz12kN,Bearing1_2,142,0.6396104535708642,False
35Hz12kN,Bearing1_2,143,0.6395629208712114,False
35Hz12kN,Bearing1_2,144,0.627532235947021,False
35Hz12kN,Bearing1_2,145,0.6131166573385568,False
35Hz12kN,Bearing1_2,146,0.594916016800296,False
35Hz12kN,Bearing1_2,147,0.5713610270229923,False
35Hz12kN,Bearing1_2,148,0.5491288235188012,False
35Hz12kN,Bearing1_2,149,0.5301811504729805,False
35Hz12kN,Bearing1_2,150,0.5137635532450262,False
35Hz12kN,Bearing1_2,151,0.4971684216312363,False
35Hz12kN,Bearing1_2,152,0.4861592206940474,False
35Hz12kN,Bearing1_2,153,0.4663275489318422,False
35Hz12kN,Bearing1_2,154,0.4468705365636022,False
35Hz12kN,Bearing1_2,155,0.4236848231691985,False
35Hz12kN,Bearing1_2,156,0.3877509467106459,False
35Hz12kN,Bearing1_2,157,0.3417365559376841,False
35Hz12kN,Bearing1_2,158,0.2582581201786985,False
35Hz12kN,Bearing1_2,159,0.22490847214962129,False
35Hz12kN,Bearing1_2,160,0.17697520558766797,False
35Hz12kN,Bearing1_3,0,0.9987864924307271,False
35Hz12kN,Bearing1_3,1,0.9984032337083274,False
35Hz12kN,Bearing1_3,2,0.9979173195855597,False
35Hz12kN,Bearing1_3,3,0.9974905861200231,False
35Hz12kN,Bearing1_3,4,0.9967493256274305,False
35Hz12kN,Bearing1_3,5,0.9968131517109514,False
35Hz12kN,Bearing1_3,6,0.9970575128791406,False
35Hz12kN,Bearing1_3,7,0.9973813351664511,False
35Hz12kN,Bearing1_3,8,0.9975143607592611,False
35Hz12kN,Bearing1_3,9,0.9973356563333763,False
35Hz12kN,Bearing1_3,10,0.9969915390267264,False
35Hz12kN,Bearing1_3,11,0.9963364017097476,False
35Hz12kN,Bearing1_3,12,0.996304430403247,False
35Hz12kN,Bearing1_3,13,0.995780904883371,False
35Hz12kN,Bearing1_3,14,0.9960311466444203,False
35Hz12kN,Bearing1_3,15,0.9958350759970328,False
35Hz12kN,Bearing1_3,16,0.995496580667492,False
35Hz12kN,Bearing1_3,17,0.9945368507003327,False
35Hz12kN,Bearing1_3,18,0.994016065370797,False
35Hz12kN,Bearing1_3,19,0.9932591063831033,False
35Hz12kN,Bearing1_3,20,0.9931121259765808,False
35Hz12kN,Bearing1_3,21,0.9928677122176319,False
35Hz12kN,Bearing1_3,22,0.9930890613942911,False
35Hz12kN,Bearing1_3,23,0.9934237902893506,False
35Hz12kN,Bearing1_3,24,0.9937383684018652,False
35Hz12kN,Bearing1_3,25,0.9935638993215633,False
35Hz12kN,Bearing1_3,26,0.9936375471492298,False
35Hz12kN,Bearing1_3,27,0.993316092851822,False
35Hz12kN,Bearing1_3,28,0.9932366889817544,False
35Hz12kN,Bearing1_3,29,0.9929697276662299,False
35Hz12kN,Bearing1_3,30,0.9924859298344637,False
35Hz12kN,Bearing1_3,31,0.9926371321637155,False
35Hz12kN,Bearing1_3,32,0.9930965342245168,False
35Hz12kN,Bearing1_3,33,0.9930813297109522,False
35Hz12kN,Bearing1_3,34,0.9932582883631385,False
35Hz12kN,Bearing1_3,35,0.9940016293029847,False
35Hz12kN,Bearing1_3,36,0.9942060298668991,False
35Hz12kN,Bearing1_3,37,0.9943183895472949,False
35Hz12kN,Bearing1_3,38,0.9944979729725514,False
35Hz12kN,Bearing1_3,39,0.9943791466838656,False
35Hz12kN,Bearing1_3,40,0.9943603033160036,False
35Hz12kN,Bearing1_3,41,0.9942967999169209,False
35Hz12kN,Bearing1_3,42,0.9940400729608436,False
35Hz12kN,Bearing1_3,43,0.994108977686388,False
35Hz12kN,Bearing1_3,44,0.9943824747449626,False
35Hz12kN,Bearing1_3,45,0.9941968545976142,False
35Hz12kN,Bearing1_3,46,0.9943850590407216,False
35Hz12kN,Bearing1_3,47,0.9945461748979367,False
35Hz12kN,Bearing1_3,48,0.9944480410311801,False
35Hz12kN,Bearing1_3,49,0.9942485586281633,False
35Hz12kN,Bearing1_3,50,0.9947911374747855,False
35Hz12kN,Bearing1_3,51,0.9949524614091102,False
35Hz12kN,Bearing1_3,52,0.9950807607328087,False
35Hz12kN,Bearing1_3,53,0.9952018000641404,False
35Hz12kN,Bearing1_3,54,0.9955753710285812,False
35Hz12kN,Bearing1_3,55,0.9955201596762949,False
35Hz12kN,Bearing1_3,56,0.9928849577731658,False
35Hz12kN,Bearing1_3,57,0.9903747267778688,False
35Hz12kN,Bearing1_3,58,0.9878416679262234,False
35Hz12kN,Bearing1_3,59,0.9853302297356141,False
35Hz12kN,Bearing1_3,60,0.9826919821940475,False
35Hz12kN,Bearing1_3,61,0.9822945994297518,False
35Hz12kN,Bearing1_3,62,0.9821105507997974,False
35Hz12kN,Bearing1_3,63,0.9821905924549629,False
35Hz12kN,Bearing1_3,64,0.9815501587673561,False
35Hz12kN,Bearing1_3,65,0.9809446831047499,False
35Hz12kN,Bearing1_3,66,0.9803526705387116,False
35Hz12kN,Bearing1_3,67,0.979562670607403,False
35Hz12kN,Bearing1_3,68,0.9779257948001787,False
35Hz12kN,Bearing1_3,69,0.9762125794724177,False
35Hz12kN,Bearing1_3,70,0.9738672221623931,False
35Hz12kN,Bearing1_3,71,0.9714059517477361,False
35Hz12kN,Bearing1_3,72,0.9685848269926257,False
35Hz12kN,Bearing1_3,73,0.9660880194875354,False
35Hz12kN,Bearing1_3,74,0.9637512785760556,False
35Hz12kN,Bearing1_3,75,0.9616431458441129,False
35Hz12kN,Bearing1_3,76,0.9598815578139115,False
35Hz12kN,Bearing1_3,77,0.9589183869919488,False
35Hz12kN,Bearing1_3,78,0.9577386491812689,False
35Hz12kN,Bearing1_3,79,0.9570496696162385,False
35Hz12kN,Bearing1_3,80,0.956689388179333,False
35Hz12kN,Bearing1_3,81,0.9559301404431094,False
35Hz12kN,Bearing1_3,82,0.9545066426578401,False
35Hz12kN,Bearing1_3,83,0.9532683608488439,False
35Hz12kN,Bearing1_3,84,0.9524448631826037,False
35Hz12kN,Bearing1_3,85,0.9509520852369198,False
35Hz12kN,Bearing1_3,86,0.9494941120486601,False
35Hz12kN,Bearing1_3,87,0.9479919518988662,False
35Hz12kN,Bearing1_3,88,0.9464977717829107,False
35Hz12kN,Bearing1_3,89,0.9433532006849698,False
35Hz12kN,Bearing1_3,90,0.9404947791057289,False
35Hz12kN,Bearing1_3,91,0.9376790526551411,False
35Hz12kN,Bearing1_3,92,0.934692433102261,False
35Hz12kN,Bearing1_3,93,0.9313746382153768,False
35Hz12kN,Bearing1_3,94,0.9289567300836632,False
35Hz12kN,Bearing1_3,95,0.9264049623564485,False
35Hz12kN,Bearing1_3,96,0.9239186989933963,False
35Hz12kN,Bearing1_3,97,0.9214614392271745,False
35Hz12kN,Bearing1_3,98,0.919159179469928,False
35Hz12kN,Bearing1_3,99,0.9163920416880484,False
35Hz12kN,Bearing1_3,100,0.9135884146213155,False
35Hz12kN,Bearing1_3,101,0.9105921521671613,False
35Hz12kN,Bearing1_3,102,0.9066786653758756,False
35Hz12kN,Bearing1_3,103,0.9023617370320853,False
35Hz12kN,Bearing1_3,104,0.8964539950901551,False
35Hz12kN,Bearing1_3,105,0.8900066285283328,False
35Hz12kN,Bearing1_3,106,0.8835732304596305,False
35Hz12kN,Bearing1_3,107,0.8772612262480065,False
35Hz12kN,Bearing1_3,108,0.8715160194234567,False
35Hz12kN,Bearing1_3,109,0.8668403624659213,False
35Hz12kN,Bearing1_3,110,0.8617237290632381,False
35Hz12kN,Bearing1_3,111,0.8565904626472118,False
35Hz12kN,Bearing1_3,112,0.8525747294849115,False
35Hz12kN,Bearing1_3,113,0.8473728817247601,False
35Hz12kN,Bearing1_3,114,0.8420215499675173,False
35Hz12kN,Bearing1_3,115,0.8385137860131117,False
35Hz12kN,Bearing1_3,116,0.8336990748668605,False
35Hz12kN,Bearing1_3,117,0.8285105087008583,False
35Hz12kN,Bearing1_3,118,0.8225843658208559,False
35Hz12kN,Bearing1_3,119,0.8167887184586291,False
35Hz12kN,Bearing1_3,120,0.8101845832907488,False
35Hz12kN,Bearing1_3,121,0.8046048300857678,False
35Hz12kN,Bearing1_3,122,0.7973384877924191,False
35Hz12kN,Bearing1_3,123,0.7926633430234554,False
35Hz12kN,Bearing1_3,124,0.7906777763638824,False
35Hz12kN,Bearing1_3,125,0.7892436185925288,False
35Hz12kN,Bearing1_3,126,0.7877014113655264,False
35Hz12kN,Bearing1_3,127,0.7887417913642736,False
35Hz12kN,Bearing1_3,128,0.7913816690270269,False
35Hz12kN,Bearing1_3,129,0.7873521531063546,False
35Hz12kN,Bearing1_3,130,0.7712735556813209,False
35Hz12kN,Bearing1_3,131,0.7536908380173177,False
35Hz12kN,Bearing1_3,132,0.735313006717263,False
35Hz12kN,Bearing1_3,133,0.7139759555953793,False
35Hz12kN,Bearing1_3,134,0.697643514939276,False
35Hz12kN,Bearing1_3,135,0.6941800109290867,False
35Hz12kN,Bearing1_3,136,0.6915198838769385,False
35Hz12kN,Bearing1_3,137,0.6873508274352254,False
35Hz12kN,Bearing1_3,138,0.6843108382420375,False
35Hz12kN,Bearing1_3,139,0.6823394742715657,False
35Hz12kN,Bearing1_3,140,0.6795905116404682,False
35Hz12kN,Bearing1_3,141,0.6778963487848542,False
35Hz12kN,Bearing1_3,142,0.673058787191577,False
35Hz12kN,Bearing1_3,143,0.6595296852873408,False
35Hz12kN,Bearing1_3,144,0.6423949366294354,False
35Hz12kN,Bearing1_3,145,0.6254865546206998,False
35Hz12kN,Bearing1_3,146,0.6074693309493053,False
35Hz12kN,Bearing1_3,147,0.512243334055339,False
35Hz12kN,Bearing1_3,148,0.41610817790433297,False
35Hz12kN,Bearing1_3,149,0.31766291484183934,False
35Hz12kN,Bearing1_3,150,0.21241282831072544,False
35Hz12kN,Bearing1_3,151,0.11751205703467112,False
35Hz12kN,Bearing1_3,152,0.10926351241937382,False
35Hz12kN,Bearing1_3,153,0.0931151933843487,False
35Hz12kN,Bearing1_3,154,0.07965627596531202,False
35Hz12kN,Bearing1_3,155,0.06578900022337775,False
35Hz12kN,Bearing1_3,156,0.05417248213253273,False
35Hz12kN,Bearing1_3,157,0.02743273847685627,False
35Hz12kN,Bearing1_4,0,0.9562130015854905,False
35Hz12kN,Bearing1_4,1,0.9561115766812767,False
35Hz12kN,Bearing1_4,2,0.9578097493704181,False
35Hz12kN,Bearing1_4,3,0.960331389401207,False
35Hz12kN,Bearing1_4,4,0.9625281929445737,False
35Hz12kN,Bearing1_4,5,0.9635190451653262,False
35Hz12kN,Bearing1_4,6,0.9675809268774979,False
35Hz12kN,Bearing1_4,7,0.9705858777046383,False
35Hz12kN,Bearing1_4,8,0.9758951060061628,False
35Hz12kN,Bearing1_4,9,0.9783904648517128,False
35Hz12kN,Bearing1_4,10,0.9822166658612421,False
35Hz12kN,Bearing1_4,11,0.9840182979937149,False
35Hz12kN,Bearing1_4,12,0.9868253326309405,False
35Hz12kN,Bearing1_4,13,0.9873234565112641,False
35Hz12kN,Bearing1_4,14,0.9895599128805858,False
35Hz12kN,Bearing1_4,15,0.9913214749847284,False
35Hz12kN,Bearing1_4,16,0.9921359407567252,False
35Hz12kN,Bearing1_4,17,0.9909319646909275,False
35Hz12kN,Bearing1_4,18,0.9904965945487467,False
35Hz12kN,Bearing1_4,19,0.9890645985172293,False
35Hz12kN,Bearing1_4,20,0.9905930845913812,False
35Hz12kN,Bearing1_4,21,0.9913932015503958,False
35Hz12kN,Bearing1_4,22,0.9931944552668496,False
35Hz12kN,Bearing1_4,23,0.9941204479160817,False
35Hz12kN,Bearing1_4,24,0.9954792183653396,False
35Hz12kN,Bearing1_4,25,0.994306241390326,False
35Hz12kN,Bearing1_4,26,0.9929189639566394,False
35Hz12kN,Bearing1_4,27,0.9928626331208352,False
35Hz12kN,Bearing1_4,28,0.9921221777824277,False
35Hz12kN,Bearing1_4,29,0.9911471736274751,False
35Hz12kN,Bearing1_4,30,0.9915350011183977,False
35Hz12kN,Bearing1_4,31,0.992859608430404,False
35Hz12kN,Bearing1_4,32,0.99091421787487,False
35Hz12kN,Bearing1_4,33,0.9911895349534531,False
35Hz12kN,Bearing1_4,34,0.9910071007408643,False
35Hz12kN,Bearing1_4,35,0.9892147460157519,False
35Hz12kN,Bearing1_4,36,0.9890600388896813,False
35Hz12kN,Bearing1_4,37,0.9909677283273457,False
35Hz12kN,Bearing1_4,38,0.9907740467140439,False
35Hz12kN,Bearing1_4,39,0.9921020879046326,False
