Condition,Bearing,Sample,HI,IsTest
35Hz12kN,Bearing1_2,8,0.997,False
35Hz12kN,Bearing1_2,9,0.9971,False
35Hz12kN,Bearing1_2,10,0.997,False
35Hz12kN,Bearing1_2,11,0.9971,False
35Hz12kN,Bearing1_2,12,0.9974,False
35Hz12kN,Bearing1_2,13,0.9976,False
35Hz12kN,Bearing1_2,14,0.9982,False
35Hz12kN,Bearing1_2,15,0.9983,False
35Hz12kN,Bearing1_2,16,0.9986,False
35Hz12kN,Bearing1_2,17,0.9988,False
35Hz12kN,Bearing1_2,18,0.9986,False
35Hz12kN,Bearing1_2,19,0.9987,False
35Hz12kN,Bearing1_2,20,0.9987,False
35Hz12kN,Bearing1_2,21,0.9984,False
35Hz12kN,Bearing1_2,22,0.9979,False
35Hz12kN,Bearing1_2,23,0.9981,False
35Hz12kN,Bearing1_2,24,0.9977,False
35Hz12kN,Bearing1_2,25,0.9977,False
35Hz12kN,Bearing1_2,26,0.9979,False
35Hz12kN,Bearing1_2,27,0.9983,False
35Hz12kN,Bearing1_2,28,0.9981,False
35Hz12kN,Bearing1_2,29,0.9951,False
35Hz12kN,Bearing1_2,30,0.9927,False
35Hz12kN,Bearing1_2,31,0.9896,False
35Hz12kN,Bearing1_2,32,0.986,False
35Hz12kN,Bearing1_2,33,0.9824,False
35Hz12kN,Bearing1_2,34,0.9813,False
35Hz12kN,Bearing1_2,35,0.9792,False
35Hz12kN,Bearing1_2,36,0.9769,False
35Hz12kN,Bearing1_2,37,0.9746,False
35Hz12kN,Bearing1_2,38,0.9718,False
35Hz12kN,Bearing1_2,39,0.9702,False
35Hz12kN,Bearing1_2,40,0.9686,False
35Hz12kN,Bearing1_2,41,0.9671,False
35Hz12kN,Bearing1_2,42,0.9667,False
35Hz12kN,Bearing1_2,43,0.9646,False
35Hz12kN,Bearing1_2,44,0.9614,False
35Hz12kN,Bearing1_2,45,0.9589,False
35Hz12kN,Bearing1_2,46,0.9585,False
35Hz12kN,Bearing1_2,47,0.9558,False
35Hz12kN,Bearing1_2,48,0.954,False
35Hz12kN,Bearing1_2,49,0.9523,False
35Hz12kN,Bearing1_2,50,0.9489,False
35Hz12kN,Bearing1_2,51,0.9436,False
35Hz12kN,Bearing1_2,52,0.94,False
35Hz12kN,Bearing1_2,53,0.9347,False
35Hz12kN,Bearing1_2,54,0.9247,False
35Hz12kN,Bearing1_2,55,0.9084,False
35Hz12kN,Bearing1_2,56,0.8901,False
35Hz12kN,Bearing1_2,57,0.8705,False
35Hz12kN,Bearing1_2,58,0.8544,False
35Hz12kN,Bearing1_2,59,0.8424,False
35Hz12kN,Bearing1_2,60,0.8325,False
35Hz12kN,Bearing1_2,61,0.8048,False
35Hz12kN,Bearing1_2,62,0.7783,False
35Hz12kN,Bearing1_2,63,0.748,False
35Hz12kN,Bearing1_2,64,0.718,False
35Hz12kN,Bearing1_2,65,0.6917,False
35Hz12kN,Bearing1_2,66,0.6824,False
35Hz12kN,Bearing1_2,67,0.6716,False
35Hz12kN,Bearing1_2,68,0.6609,False
35Hz12kN,Bearing1_2,69,0.6524,False
35Hz12kN,Bearing1_2,70,0.6483,False
35Hz12kN,Bearing1_2,71,0.6483,False
35Hz12kN,Bearing1_2,72,0.6545,False
35Hz12kN,Bearing1_2,73,0.6728,False
35Hz12kN,Bearing1_2,74,0.69,False
35Hz12kN,Bearing1_2,75,0.7049,False
35Hz12kN,Bearing1_2,76,0.7194,False
35Hz12kN,Bearing1_2,77,0.7309,False
35Hz12kN,Bearing1_2,78,0.7315,False
35Hz12kN,Bearing1_2,79,0.733,False
35Hz12kN,Bearing1_2,80,0.7344,False
35Hz12kN,Bearing1_2,81,0.7333,False
35Hz12kN,Bearing1_2,82,0.7295,False
35Hz12kN,Bearing1_2,83,0.7294,False
35Hz12kN,Bearing1_2,84,0.7282,False
35Hz12kN,Bearing1_2,85,0.7287,False
35Hz12kN,Bearing1_2,86,0.7324,False
35Hz12kN,Bearing1_2,87,0.7331,False
35Hz12kN,Bearing1_2,88,0.7365,False
35Hz12kN,Bearing1_2,89,0.7403,False
35Hz12kN,Bearing1_2,90,0.7421,False
35Hz12kN,Bearing1_2,91,0.7421,False
35Hz12kN,Bearing1_2,92,0.7445,False
35Hz12kN,Bearing1_2,93,0.7411,False
35Hz12kN,Bearing1_2,94,0.7381,False
35Hz12kN,Bearing1_2,95,0.732,False
35Hz12kN,Bearing1_2,96,0.7255,False
35Hz12kN,Bearing1_2,97,0.7197,False
35Hz12kN,Bearing1_2,98,0.7147,False
35Hz12kN,Bearing1_2,99,0.7087,False
35Hz12kN,Bearing1_2,100,0.6994,False
35Hz12kN,Bearing1_2,101,0.6889,False
35Hz12kN,Bearing1_2,102,0.6775,False
35Hz12kN,Bearing1_2,103,0.6678,False
35Hz12kN,Bearing1_2,104,0.663,False
35Hz12kN,Bearing1_2,105,0.6652,False
35Hz12kN,Bearing1_2,106,0.6765,False
35Hz12kN,Bearing1_2,107,0.6926,False
35Hz12kN,Bearing1_2,108,0.7075,False
35Hz12kN,Bearing1_2,109,0.7198,False
35Hz12kN,Bearing1_2,110,0.7337,False
35Hz12kN,Bearing1_2,111,0.7432,False
35Hz12kN,Bearing1_2,112,0.7502,False
35Hz12kN,Bearing1_2,113,0.7575,False
35Hz12kN,Bearing1_2,114,0.7598,False
35Hz12kN,Bearing1_2,115,0.7595,False
35Hz12kN,Bearing1_2,116,0.7554,False
35Hz12kN,Bearing1_2,117,0.7476,False
35Hz12kN,Bearing1_2,118,0.7359,False
35Hz12kN,Bearing1_2,119,0.7245,False
35Hz12kN,Bearing1_2,120,0.7152,False
35Hz12kN,Bearing1_2,121,0.7049,False
35Hz12kN,Bearing1_2,122,0.6967,False
35Hz12kN,Bearing1_2,123,0.6839,False
35Hz12kN,Bearing1_2,124,0.6781,False
35Hz12kN,Bearing1_2,125,0.6675,False
35Hz12kN,Bearing1_2,126,0.6579,False
35Hz12kN,Bearing1_2,127,0.6464,False
35Hz12kN,Bearing1_2,128,0.6428,False
35Hz12kN,Bearing1_2,129,0.6327,False
35Hz12kN,Bearing1_2,130,0.6254,False
35Hz12kN,Bearing1_2,131,0.6203,False
35Hz12kN,Bearing1_2,132,0.6171,False
35Hz12kN,Bearing1_2,133,0.6144,False
35Hz12kN,Bearing1_2,134,0.6089,False
35Hz12kN,Bearing1_2,135,0.6005,False
35Hz12kN,Bearing1_2,136,0.5912,False
35Hz12kN,Bearing1_2,137,0.5868,False
35Hz12kN,Bearing1_2,138,0.5899,False
35Hz12kN,Bearing1_2,139,0.6008,False
35Hz12kN,Bearing1_2,140,0.6143,False
35Hz12kN,Bearing1_2,141,0.6289,False
35Hz12kN,Bearing1_2,142,0.6396,False
35Hz12kN,Bearing1_2,143,0.6396,False
35Hz12kN,Bearing1_2,144,0.6275,False
35Hz12kN,Bearing1_2,145,0.6131,False
35Hz12kN,Bearing1_2,146,0.5949,False
35Hz12kN,Bearing1_2,147,0.5714,False
35Hz12kN,Bearing1_2,148,0.5491,False
35Hz12kN,Bearing1_2,149,0.5302,False
35Hz12kN,Bearing1_2,150,0.5138,False
35Hz12kN,Bearing1_2,151,0.4972,False
35Hz12kN,Bearing1_2,152,0.4862,False
35Hz12kN,Bearing1_2,153,0.4663,False
35Hz12kN,Bearing1_2,154,0.4469,False
35Hz12kN,Bearing1_2,155,0.4237,False
35Hz12kN,Bearing1_2,156,0.3878,False
35Hz12kN,Bearing1_2,157,0.3417,False
35Hz12kN,Bearing1_2,158,0.2583,False
35Hz12kN,Bearing1_2,159,0.2249,False
35Hz12kN,Bearing1_2,160,0.177,False
35Hz12kN,Bearing1_3,0,0.9988,False
35Hz12kN,Bearing1_3,1,0.9984,False
35Hz12kN,Bearing1_3,2,0.9979,False
35Hz12kN,Bearing1_3,3,0.9975,False
35Hz12kN,Bearing1_3,4,0.9967,False
35Hz12kN,Bearing1_3,5,0.9968,False
35Hz12kN,Bearing1_3,6,0.9971,False
35Hz12kN,Bearing1_3,7,0.9974,False
35Hz12kN,Bearing1_3,8,0.9975,False
35Hz12kN,Bearing1_3,9,0.9973,False
35Hz12kN,Bearing1_3,10,0.997,False
35Hz12kN,Bearing1_3,11,0.9963,False
35Hz12kN,Bearing1_3,12,0.9963,False
35Hz12kN,Bearing1_3,13,0.9958,False
35Hz12kN,Bearing1_3,14,0.996,False
35Hz12kN,Bearing1_3,15,0.9958,False
35Hz12kN,Bearing1_3,16,0.9955,False
35Hz12kN,Bearing1_3,17,0.9945,False
35Hz12kN,Bearing1_3,18,0.994,False
35Hz12kN,Bearing1_3,19,0.9933,False
35Hz12kN,Bearing1_3,20,0.9931,False
35Hz12kN,Bearing1_3,21,0.9929,False
35Hz12kN,Bearing1_3,22,0.9931,False
35Hz12kN,Bearing1_3,23,0.9934,False
35Hz12kN,Bearing1_3,24,0.9937,False
35Hz12kN,Bearing1_3,25,0.9936,False
35Hz12kN,Bearing1_3,26,0.9936,False
35Hz12kN,Bearing1_3,27,0.9933,False
35Hz12kN,Bearing1_3,28,0.9932,False
35Hz12kN,Bearing1_3,29,0.993,False
35Hz12kN,Bearing1_3,30,0.9925,False
35Hz12kN,Bearing1_3,31,0.9926,False
35Hz12kN,Bearing1_3,32,0.9931,False
35Hz12kN,Bearing1_3,33,0.9931,False
35Hz12kN,Bearing1_3,34,0.9933,False
35Hz12kN,Bearing1_3,35,0.994,False
35Hz12kN,Bearing1_3,36,0.9942,False
35Hz12kN,Bearing1_3,37,0.9943,False
35Hz12kN,Bearing1_3,38,0.9945,False
35Hz12kN,Bearing1_3,39,0.9944,False
35Hz12kN,Bearing1_3,40,0.9944,False
35Hz12kN,Bearing1_3,41,0.9943,False
35Hz12kN,Bearing1_3,42,0.994,False
35Hz12kN,Bearing1_3,43,0.9941,False
35Hz12kN,Bearing1_3,44,0.9944,False
35Hz12kN,Bearing1_3,45,0.9942,False
35Hz12kN,Bearing1_3,46,0.9944,False
35Hz12kN,Bearing1_3,47,0.9945,False
35Hz12kN,Bearing1_3,48,0.9944,False
35Hz12kN,Bearing1_3,49,0.9942,False
35Hz12kN,Bearing1_3,50,0.9948,False
35Hz12kN,Bearing1_3,51,0.995,False
35Hz12kN,Bearing1_3,52,0.9951,False
35Hz12kN,Bearing1_3,53,0.9952,False
35Hz12kN,Bearing1_3,54,0.9956,False
35Hz12kN,Bearing1_3,55,0.9955,False
35Hz12kN,Bearing1_3,56,0.9929,False
35Hz12kN,Bearing1_3,57,0.9904,False
35Hz12kN,Bearing1_3,58,0.9878,False
35Hz12kN,Bearing1_3,59,0.9853,False
35Hz12kN,Bearing1_3,60,0.9827,False
35Hz12kN,Bearing1_3,61,0.9823,False
35Hz12kN,Bearing1_3,62,0.9821,False
35Hz12kN,Bearing1_3,63,0.9822,False
35Hz12kN,Bearing1_3,64,0.9816,False
35Hz12kN,Bearing1_3,65,0.9809,False
35Hz12kN,Bearing1_3,66,0.9804,False
35Hz12kN,Bearing1_3,67,0.9796,False
35Hz12kN,Bearing1_3,68,0.9779,False
35Hz12kN,Bearing1_3,69,0.9762,False
35Hz12kN,Bearing1_3,70,0.9739,False
35Hz12kN,Bearing1_3,71,0.9714,False
35Hz12kN,Bearing1_3,72,0.9686,False
35Hz12kN,Bearing1_3,73,0.9661,False
35Hz12kN,Bearing1_3,74,0.9638,False
35Hz12kN,Bearing1_3,75,0.9616,False
35Hz12kN,Bearing1_3,76,0.9599,False
35Hz12kN,Bearing1_3,77,0.9589,False
35Hz12kN,Bearing1_3,78,0.9577,False
35Hz12kN,Bearing1_3,79,0.957,False
35Hz12kN,Bearing1_3,80,0.9567,False
35Hz12kN,Bearing1_3,81,0.9559,False
35Hz12kN,Bearing1_3,82,0.9545,False
35Hz12kN,Bearing1_3,83,0.9533,False
35Hz12kN,Bearing1_3,84,0.9524,False
35Hz12kN,Bearing1_3,85,0.951,False
35Hz12kN,Bearing1_3,86,0.9495,False
35Hz12kN,Bearing1_3,87,0.948,False
35Hz12kN,Bearing1_3,88,0.9465,False
35Hz12kN,Bearing1_3,89,0.9434,False
35Hz12kN,Bearing1_3,90,0.9405,False
35Hz12kN,Bearing1_3,91,0.9377,False
35Hz12kN,Bearing1_3,92,0.9347,False
35Hz12kN,Bearing1_3,93,0.9314,False
35Hz12kN,Bearing1_3,94,0.929,False
35Hz12kN,Bearing1_3,95,0.9264,False
35Hz12kN,Bearing1_3,96,0.9239,False
35Hz12kN,Bearing1_3,97,0.9215,False
35Hz12kN,Bearing1_3,98,0.9192,False
35Hz12kN,Bearing1_3,99,0.9164,False
35Hz12kN,Bearing1_3,100,0.9136,False
35Hz12kN,Bearing1_3,101,0.9106,False
35Hz12kN,Bearing1_3,102,0.9067,False
35Hz12kN,Bearing1_3,103,0.9024,False
35Hz12kN,Bearing1_3,104,0.8965,False
35Hz12kN,Bearing1_3,105,0.89,False
35Hz12kN,Bearing1_3,106,0.8836,False
35Hz12kN,Bearing1_3,107,0.8773,False
35Hz12kN,Bearing1_3,108,0.8715,False
35Hz12kN,Bearing1_3,109,0.8668,False
35Hz12kN,Bearing1_3,110,0.8617,False
35Hz12kN,Bearing1_3,111,0.8566,False
35Hz12kN,Bearing1_3,112,0.8526,False
35Hz12kN,Bearing1_3,113,0.8474,False
35Hz12kN,Bearing1_3,114,0.842,False
35Hz12kN,Bearing1_3,115,0.8385,False
35Hz12kN,Bearing1_3,116,0.8337,False
35Hz12kN,Bearing1_3,117,0.8285,False
35Hz12kN,Bearing1_3,118,0.8226,False
35Hz12kN,Bearing1_3,119,0.8168,False
35Hz12kN,Bearing1_3,120,0.8102,False
35Hz12kN,Bearing1_3,121,0.8046,False
35Hz12kN,Bearing1_3,122,0.7973,False
35Hz12kN,Bearing1_3,123,0.7927,False
35Hz12kN,Bearing1_3,124,0.7907,False
35Hz12kN,Bearing1_3,125,0.7892,False
35Hz12kN,Bearing1_3,126,0.7877,False
35Hz12kN,Bearing1_3,127,0.7887,False
35Hz12kN,Bearing1_3,128,0.7914,False
35Hz12kN,Bearing1_3,129,0.7874,False
35Hz12kN,Bearing1_3,130,0.7713,False
35Hz12kN,Bearing1_3,131,0.7537,False
35Hz12kN,Bearing1_3,132,0.7353,False
35Hz12kN,Bearing1_3,133,0.714,False
35Hz12kN,Bearing1_3,134,0.6976,False
35Hz12kN,Bearing1_3,135,0.6942,False
35Hz12kN,Bearing1_3,136,0.6915,False
35Hz12kN,Bearing1_3,137,0.6874,False
35Hz12kN,Bearing1_3,138,0.6843,False
35Hz12kN,Bearing1_3,139,0.6823,False
35Hz12kN,Bearing1_3,140,0.6796,False
35Hz12kN,Bearing1_3,141,0.6779,False
35Hz12kN,Bearing1_3,142,0.6731,False
35Hz12kN,Bearing1_3,143,0.6595,False
35Hz12kN,Bearing1_3,144,0.6424,False
35Hz12kN,Bearing1_3,145,0.6255,False
35Hz12kN,Bearing1_3,146,0.6075,False
35Hz12kN,Bearing1_3,147,0.5122,False
35Hz12kN,Bearing1_3,148,0.4161,False
35Hz12kN,Bearing1_3,149,0.3177,False
35Hz12kN,Bearing1_3,150,0.2124,False
35Hz12kN,Bearing1_3,151,0.1175,False
35Hz12kN,Bearing1_3,152,0.1093,False
35Hz12kN,Bearing1_3,153,0.0931,False
35Hz12kN,Bearing1_3,154,0.0797,False
35Hz12kN,Bearing1_3,155,0.0658,False
35Hz12kN,Bearing1_3,156,0.0542,False
35Hz12kN,Bearing1_3,157,0.0274,False
35Hz12kN,Bearing1_4,0,0.9562,False
35Hz12kN,Bearing1_4,1,0.9561,False
35Hz12kN,Bearing1_4,2,0.9578,False
35Hz12kN,Bearing1_4,3,0.9603,False
35Hz12kN,Bearing1_4,4,0.9625,False
35Hz12kN,Bearing1_4,5,0.9635,False
35Hz12kN,Bearing1_4,6,0.9676,False
35Hz12kN,Bearing1_4,7,0.9706,False
35Hz12kN,Bearing1_4,8,0.9759,False
35Hz12kN,Bearing1_4,9,0.9784,False
35Hz12kN,Bearing1_4,10,0.9822,False
35Hz12kN,Bearing1_4,11,0.984,False
35Hz12kN,Bearing1_4,12,0.9868,False
35Hz12kN,Bearing1_4,13,0.9873,False
35Hz12kN,Bearing1_4,14,0.9896,False
35Hz12kN,Bearing1_4,15,0.9913,False
35Hz12kN,Bearing1_4,16,0.9921,False
35Hz12kN,Bearing1_4,17,0.9909,False
35Hz12kN,Bearing1_4,18,0.9905,False
35Hz12kN,Bearing1_4,19,0.9891,False
35Hz12kN,Bearing1_4,20,0.9906,False
35Hz12kN,Bearing1_4,21,0.9914,False
35Hz12kN,Bearing1_4,22,0.9932,False
35Hz12kN,Bearing1_4,23,0.9941,False
35Hz12kN,Bearing1_4,24,0.9955,False
35Hz12kN,Bearing1_4,25,0.9943,False
35Hz12kN,Bearing1_4,26,0.9929,False
35Hz12kN,Bearing1_4,27,0.9929,False
35Hz12kN,Bearing1_4,28,0.9921,False
35Hz12kN,Bearing1_4,29,0.9911,False
35Hz12kN,Bearing1_4,30,0.9915,False
35Hz12kN,Bearing1_4,31,0.9929,False
35Hz12kN,Bearing1_4,32,0.9909,False
35Hz12kN,Bearing1_4,33,0.9912,False
35Hz12kN,Bearing1_4,34,0.991,False
35Hz12kN,Bearing1_4,35,0.9892,False
35Hz12kN,Bearing1_4,36,0.9891,False
35Hz12kN,Bearing1_4,37,0.991,False
35Hz12kN,Bearing1_4,38,0.9908,False
35Hz12kN,Bearing1_4,39,0.9921,False
35Hz12kN,Bearing1_4,40,0.993,False
35Hz12kN,Bearing1_4,41,0.9921,False
35Hz12kN,Bearing1_4,42,0.9901,False
35Hz12kN,Bearing1_4,43,0.9921,False
35Hz12kN,Bearing1_4,44,0.9913,False
35Hz12kN,Bearing1_4,45,0.9904,False
35Hz12kN,Bearing1_4,46,0.9892,False
35Hz12kN,Bearing1_4,47,0.9892,False
35Hz12kN,Bearing1_4,48,0.9856,False
35Hz12kN,Bearing1_4,49,0.9822,False
35Hz12kN,Bearing1_4,50,0.981,False
35Hz12kN,Bearing1_4,51,0.9813,False
35Hz12kN,Bearing1_4,52,0.979,False
35Hz12kN,Bearing1_4,53,0.9783,False
35Hz12kN,Bearing1_4,54,0.9779,False
35Hz12kN,Bearing1_4,55,0.9768,False
35Hz12kN,Bearing1_4,56,0.9744,False
35Hz12kN,Bearing1_4,57,0.9745,False
35Hz12kN,Bearing1_4,58,0.9747,False
35Hz12kN,Bearing1_4,59,0.9758,False
35Hz12kN,Bearing1_4,60,0.9752,False
35Hz12kN,Bearing1_4,61,0.9745,False
35Hz12kN,Bearing1_4,62,0.9741,False
35Hz12kN,Bearing1_4,63,0.973,False
35Hz12kN,Bearing1_4,64,0.9716,False
35Hz12kN,Bearing1_4,65,0.9711,False
35Hz12kN,Bearing1_4,66,0.9702,False
35Hz12kN,Bearing1_4,67,0.9694,False
35Hz12kN,Bearing1_4,68,0.9673,False
35Hz12kN,Bearing1_4,69,0.9672,False
35Hz12kN,Bearing1_4,70,0.9671,False
35Hz12kN,Bearing1_4,71,0.9671,False
35Hz12kN,Bearing1_4,72,0.9636,False
35Hz12kN,Bearing1_4,73,0.9647,False
35Hz12kN,Bearing1_4,74,0.9606,False
35Hz12kN,Bearing1_4,75,0.9594,False
35Hz12kN,Bearing1_4,76,0.959,False
35Hz12kN,Bearing1_4,77,0.9608,False
35Hz12kN,Bearing1_4,78,0.9547,False
35Hz12kN,Bearing1_4,79,0.9533,False
35Hz12kN,Bearing1_4,80,0.9488,False
35Hz12kN,Bearing1_4,81,0.9426,False
35Hz12kN,Bearing1_4,82,0.9351,False
35Hz12kN,Bearing1_4,83,0.9335,False
35Hz12kN,Bearing1_4,84,0.9305,False
35Hz12kN,Bearing1_4,85,0.9272,False
35Hz12kN,Bearing1_4,86,0.9248,False
35Hz12kN,Bearing1_4,87,0.9237,False
35Hz12kN,Bearing1_4,88,0.9231,False
35Hz12kN,Bearing1_4,89,0.9222,False
35Hz12kN,Bearing1_4,90,0.9216,False
35Hz12kN,Bearing1_4,91,0.9228,False
35Hz12kN,Bearing1_4,92,0.925,False
35Hz12kN,Bearing1_4,93,0.9234,False
35Hz12kN,Bearing1_4,94,0.9222,False
35Hz12kN,Bearing1_4,95,0.9237,False
35Hz12kN,Bearing1_4,96,0.9238,False
35Hz12kN,Bearing1_4,97,0.922,False
35Hz12kN,Bearing1_4,98,0.9235,False
35Hz12kN,Bearing1_4,99,0.925,False
35Hz12kN,Bearing1_4,100,0.9241,False
35Hz12kN,Bearing1_4,101,0.9248,False
35Hz12kN,Bearing1_4,102,0.9243,False
35Hz12kN,Bearing1_4,103,0.923,False
35Hz12kN,Bearing1_4,104,0.9218,False
35Hz12kN,Bearing1_4,105,0.9197,False
35Hz12kN,Bearing1_4,106,0.9185,False
35Hz12kN,Bearing1_4,107,0.9182,False
35Hz12kN,Bearing1_4,108,0.9195,False
35Hz12kN,Bearing1_4,109,0.9198,False
35Hz12kN,Bearing1_4,110,0.9215,False
35Hz12kN,Bearing1_4,111,0.9213,False
35Hz12kN,Bearing1_4,112,0.9201,False
35Hz12kN,Bearing1_4,113,0.9195,False
35Hz12kN,Bearing1_4,114,0.9184,False
35Hz12kN,Bearing1_4,115,0.9166,False
35Hz12kN,Bearing1_4,116,0.9143,False
35Hz12kN,Bearing1_4,117,0.9144,False
